time,x,y,z,gforce
0.470,-0.102,-0.814,0.554,0.989
0.473,-0.103,-0.813,0.554,0.990
0.488,-0.107,-0.813,0.553,0.990
0.489,-0.099,-0.812,0.543,0.982
0.489,-0.101,-0.818,0.546,0.988
0.490,-0.102,-0.819,0.538,0.986
0.490,-0.099,-0.819,0.540,0.986
0.490,-0.103,-0.827,0.542,0.994
0.490,-0.101,-0.830,0.543,0.997
0.493,-0.096,-0.830,0.532,0.990
0.495,-0.099,-0.839,0.541,1.003
0.498,-0.099,-0.837,0.535,0.998
0.500,-0.094,-0.845,0.526,1.000
0.503,-0.097,-0.852,0.530,1.008
0.504,-0.088,-0.855,0.525,1.007
0.507,-0.091,-0.856,0.521,1.006
0.520,-0.093,-0.859,0.518,1.008
0.520,-0.091,-0.861,0.516,1.008
0.520,-0.094,-0.863,0.518,1.011
0.521,-0.089,-0.864,0.516,1.011
0.521,-0.091,-0.870,0.521,1.018
0.525,-0.094,-0.875,0.530,1.028
0.525,-0.093,-0.877,0.528,1.027
0.527,-0.083,-0.878,0.529,1.028
0.529,-0.090,-0.870,0.538,1.027
0.531,-0.102,-0.854,0.552,1.021
0.534,-0.093,-0.840,0.545,1.006
0.537,-0.101,-0.838,0.554,1.010
0.541,-0.107,-0.835,0.561,1.011
0.543,-0.099,-0.830,0.557,1.005
0.545,-0.102,-0.832,0.560,1.009
0.546,-0.109,-0.834,0.565,1.013
0.550,-0.121,-0.828,0.572,1.014
0.552,-0.123,-0.822,0.574,1.010
0.555,-0.124,-0.816,0.574,1.005
0.563,-0.123,-0.805,0.573,0.996
0.564,-0.127,-0.795,0.570,0.986
0.564,-0.119,-0.785,0.568,0.976
0.564,-0.111,-0.788,0.555,0.970
0.566,-0.115,-0.784,0.553,0.966
0.569,-0.120,-0.779,0.556,0.964
0.570,-0.121,-0.781,0.555,0.966
0.575,-0.122,-0.784,0.549,0.964
0.576,-0.121,-0.784,0.545,0.962
0.578,-0.123,-0.787,0.545,0.965
0.580,-0.121,-0.789,0.541,0.965
0.583,-0.120,-0.790,0.541,0.965
0.585,-0.115,-0.793,0.539,0.965
0.587,-0.116,-0.798,0.529,0.964
0.596,-0.118,-0.800,0.532,0.969
0.596,-0.112,-0.802,0.527,0.966
0.596,-0.111,-0.817,0.535,0.983
0.597,-0.104,-0.834,0.540,0.999
0.600,-0.104,-0.834,0.530,0.994
0.602,-0.108,-0.842,0.535,1.003
0.605,-0.095,-0.852,0.525,1.006
0.607,-0.104,-0.841,0.532,1.001
0.609,-0.106,-0.846,0.544,1.012
0.612,-0.100,-0.850,0.541,1.013
0.614,-0.101,-0.848,0.542,1.012
0.617,-0.100,-0.851,0.552,1.019
0.619,-0.098,-0.856,0.547,1.021
0.622,-0.102,-0.858,0.553,1.026
0.624,-0.108,-0.854,0.558,1.026
0.627,-0.108,-0.854,0.556,1.025
0.630,-0.109,-0.855,0.554,1.024
0.632,-0.107,-0.851,0.556,1.022
0.635,-0.109,-0.846,0.558,1.019
0.637,-0.116,-0.840,0.560,1.017
0.640,-0.106,-0.838,0.552,1.009
0.642,-0.108,-0.835,0.551,1.006
0.645,-0.111,-0.832,0.555,1.006
0.647,-0.112,-0.831,0.554,1.005
0.649,-0.108,-0.831,0.551,1.003
0.652,-0.109,-0.828,0.541,0.995
0.654,-0.106,-0.827,0.546,0.997
0.667,-0.097,-0.826,0.543,0.993
0.667,-0.096,-0.825,0.535,0.988
0.667,-0.099,-0.822,0.541,0.989
0.668,-0.099,-0.821,0.541,0.988
0.668,-0.099,-0.821,0.542,0.989
0.668,-0.101,-0.822,0.545,0.992
0.673,-0.101,-0.827,0.543,0.994
0.674,-0.103,-0.832,0.540,0.997
0.676,-0.104,-0.835,0.538,0.999
0.679,-0.106,-0.838,0.539,1.002
0.681,-0.109,-0.840,0.542,1.006
0.684,-0.110,-0.841,0.538,1.005
0.686,-0.108,-0.841,0.544,1.007
0.699,-0.104,-0.842,0.542,1.007
0.699,-0.110,-0.839,0.546,1.007
0.700,-0.111,-0.837,0.549,1.007
0.700,-0.107,-0.838,0.544,1.005
0.700,-0.106,-0.836,0.548,1.005
0.701,-0.107,-0.831,0.549,1.002
0.703,-0.107,-0.829,0.547,0.999
0.707,-0.105,-0.828,0.554,1.002
0.708,-0.108,-0.822,0.551,0.996
0.710,-0.107,-0.818,0.551,0.992
0.713,-0.109,-0.818,0.551,0.993
0.716,-0.111,-0.817,0.553,0.993
0.718,-0.108,-0.816,0.552,0.991
0.721,-0.110,-0.812,0.550,0.987
0.723,-0.108,-0.815,0.544,0.985
0.725,-0.110,-0.812,0.547,0.985
0.727,-0.109,-0.808,0.541,0.979
0.731,-0.111,-0.809,0.546,0.983
0.733,-0.107,-0.812,0.542,0.982
0.735,-0.112,-0.812,0.542,0.983
0.737,-0.114,-0.812,0.540,0.982
0.739,-0.107,-0.814,0.544,0.985
0.742,-0.112,-0.811,0.544,0.983
0.745,-0.109,-0.816,0.547,0.989
0.747,-0.108,-0.820,0.543,0.989
0.750,-0.110,-0.820,0.538,0.987
0.752,-0.110,-0.823,0.547,0.994
0.769,-0.107,-0.822,0.544,0.992
0.769,-0.102,-0.827,0.545,0.996
0.770,-0.101,-0.829,0.549,1.000
0.770,-0.108,-0.830,0.544,0.998
0.770,-0.104,-0.830,0.548,1.000
0.770,-0.102,-0.831,0.548,1.001
0.771,-0.103,-0.832,0.547,1.001
0.779,-0.099,-0.832,0.549,1.002
0.780,-0.102,-0.832,0.547,1.001
0.780,-0.103,-0.832,0.547,1.001
0.780,-0.101,-0.832,0.545,1.000
0.781,-0.100,-0.831,0.548,1.001
0.784,-0.106,-0.829,0.547,0.999
0.788,-0.107,-0.835,0.547,1.004
0.790,-0.105,-0.832,0.546,1.001
0.791,-0.106,-0.831,0.548,1.001
0.794,-0.103,-0.830,0.548,1.000
0.796,-0.106,-0.831,0.545,0.999
0.799,-0.107,-0.831,0.544,0.999
0.801,-0.111,-0.828,0.544,0.997
0.804,-0.110,-0.824,0.544,0.993
0.812,-0.107,-0.829,0.543,0.997
0.812,-0.107,-0.826,0.540,0.993
0.812,-0.111,-0.824,0.538,0.990
0.813,-0.107,-0.822,0.539,0.989
0.815,-0.109,-0.823,0.543,0.992
0.818,-0.109,-0.826,0.541,0.993
0.820,-0.105,-0.822,0.541,0.990
0.823,-0.108,-0.820,0.542,0.989
0.825,-0.110,-0.826,0.545,0.995
0.828,-0.109,-0.824,0.545,0.994
0.830,-0.106,-0.823,0.543,0.992
0.833,-0.110,-0.823,0.546,0.993
0.835,-0.113,-0.826,0.547,0.997
0.840,-0.109,-0.825,0.553,0.999
0.840,-0.109,-0.828,0.557,1.003
0.843,-0.115,-0.824,0.549,0.997
0.845,-0.110,-0.822,0.547,0.993
0.848,-0.107,-0.825,0.552,0.999
0.850,-0.109,-0.823,0.548,0.995
0.852,-0.110,-0.821,0.556,0.997
0.859,-0.107,-0.824,0.551,0.997
0.859,-0.113,-0.824,0.549,0.996
0.860,-0.108,-0.825,0.550,0.998
0.862,-0.108,-0.825,0.551,0.998
0.865,-0.104,-0.821,0.551,0.995
0.867,-0.104,-0.821,0.550,0.994
0.869,-0.104,-0.823,0.544,0.992
0.872,-0.102,-0.823,0.545,0.992
0.875,-0.105,-0.821,0.546,0.992
0.877,-0.104,-0.819,0.544,0.989
0.880,-0.105,-0.819,0.542,0.988
0.882,-0.103,-0.819,0.544,0.988
0.885,-0.104,-0.814,0.550,0.988
0.887,-0.099,-0.819,0.547,0.990
0.890,-0.106,-0.821,0.543,0.990
0.892,-0.105,-0.822,0.545,0.992
0.895,-0.105,-0.822,0.547,0.993
0.897,-0.106,-0.827,0.548,0.998
0.900,-0.108,-0.825,0.549,0.997
0.902,-0.102,-0.821,0.550,0.993
0.906,-0.102,-0.824,0.547,0.994
0.907,-0.105,-0.822,0.540,0.990
0.909,-0.107,-0.816,0.547,0.988
0.911,-0.106,-0.822,0.547,0.993
0.914,-0.106,-0.824,0.546,0.994
0.916,-0.106,-0.825,0.546,0.995
0.919,-0.110,-0.829,0.550,1.000
0.922,-0.108,-0.828,0.548,0.999
0.924,-0.113,-0.834,0.549,1.005
0.927,-0.113,-0.833,0.550,1.004
0.929,-0.111,-0.832,0.545,1.001
0.931,-0.111,-0.831,0.549,1.002
0.934,-0.111,-0.825,0.549,0.998
0.936,-0.112,-0.828,0.545,0.998
0.943,-0.109,-0.827,0.551,1.000
0.943,-0.108,-0.827,0.545,0.996
0.943,-0.110,-0.828,0.544,0.997
0.947,-0.107,-0.829,0.548,0.999
0.949,-0.108,-0.827,0.546,0.997
0.950,-0.107,-0.828,0.543,0.996
0.954,-0.111,-0.825,0.545,0.995
0.961,-0.109,-0.823,0.543,0.992
0.962,-0.108,-0.830,0.545,0.999
0.962,-0.105,-0.827,0.543,0.995
0.964,-0.109,-0.826,0.544,0.995
0.967,-0.109,-0.822,0.544,0.992
0.968,-0.106,-0.826,0.545,0.995
0.971,-0.108,-0.827,0.545,0.996
0.994,-0.102,-0.825,0.548,0.996
0.994,-0.101,-0.823,0.548,0.994
0.994,-0.104,-0.825,0.540,0.992
0.994,-0.111,-0.824,0.545,0.994
0.995,-0.108,-0.820,0.544,0.990
0.995,-0.103,-0.822,0.542,0.990
0.995,-0.107,-0.824,0.544,0.994
0.995,-0.107,-0.824,0.546,0.994
0.995,-0.106,-0.825,0.550,0.997
0.996,-0.109,-0.831,0.547,1.001
0.997,-0.106,-0.828,0.545,0.997
1.007,-0.108,-0.824,0.541,0.991
1.007,-0.108,-0.825,0.545,0.995
1.008,-0.107,-0.823,0.548,0.994
1.010,-0.107,-0.824,0.548,0.995
1.010,-0.108,-0.824,0.544,0.993
1.013,-0.108,-0.825,0.549,0.997
1.014,-0.106,-0.826,0.548,0.997
1.017,-0.106,-0.825,0.545,0.994
1.021,-0.110,-0.827,0.542,0.994
1.022,-0.104,-0.824,0.545,0.994
1.024,-0.106,-0.826,0.548,0.997
1.027,-0.111,-0.821,0.549,0.994
1.030,-0.109,-0.824,0.546,0.995
1.031,-0.107,-0.825,0.544,0.994
1.034,-0.106,-0.819,0.548,0.991
1.036,-0.107,-0.821,0.541,0.989
1.039,-0.109,-0.825,0.544,0.994
1.041,-0.108,-0.826,0.546,0.996
1.044,-0.112,-0.825,0.545,0.995
1.047,-0.107,-0.823,0.544,0.993
1.049,-0.107,-0.826,0.546,0.995
1.051,-0.109,-0.825,0.548,0.996
1.058,-0.108,-0.821,0.547,0.992
1.058,-0.108,-0.825,0.547,0.996
1.059,-0.105,-0.832,0.549,1.002
1.061,-0.109,-0.827,0.547,0.997
1.065,-0.109,-0.828,0.546,0.998
1.066,-0.106,-0.831,0.543,0.998
1.069,-0.109,-0.829,0.544,0.997
1.080,-0.107,-0.828,0.551,1.000
1.080,-0.109,-0.828,0.549,0.999
1.080,-0.112,-0.826,0.549,0.999
1.081,-0.111,-0.826,0.544,0.995
1.081,-0.106,-0.826,0.541,0.993
1.083,-0.106,-0.822,0.547,0.993
1.086,-0.109,-0.824,0.545,0.994
1.088,-0.107,-0.824,0.547,0.995
1.090,-0.106,-0.825,0.546,0.995
1.093,-0.107,-0.827,0.545,0.996
1.095,-0.107,-0.826,0.544,0.995
1.098,-0.110,-0.822,0.546,0.993
1.101,-0.110,-0.824,0.544,0.993
1.103,-0.108,-0.826,0.541,0.993
1.106,-0.105,-0.825,0.540,0.991
1.108,-0.112,-0.825,0.549,0.997
1.110,-0.107,-0.827,0.551,1.000
1.113,-0.107,-0.827,0.549,0.998
1.116,-0.107,-0.827,0.551,0.999
1.118,-0.108,-0.827,0.550,0.999
1.122,-0.106,-0.823,0.548,0.995
1.124,-0.111,-0.826,0.545,0.996
1.125,-0.110,-0.828,0.548,0.999
1.128,-0.107,-0.826,0.542,0.993
1.130,-0.109,-0.822,0.551,0.995
1.133,-0.107,-0.825,0.542,0.993
1.135,-0.106,-0.827,0.550,0.999
1.141,-0.109,-0.824,0.544,0.993
1.141,-0.107,-0.824,0.540,0.991
1.143,-0.110,-0.827,0.547,0.998
1.145,-0.108,-0.825,0.546,0.996
1.147,-0.108,-0.828,0.550,1.000
1.149,-0.106,-0.824,0.541,0.991
1.152,-0.108,-0.823,0.548,0.995
1.159,-0.109,-0.822,0.544,0.991
1.160,-0.104,-0.819,0.545,0.989
1.160,-0.108,-0.823,0.548,0.994
1.168,-0.107,-0.824,0.546,0.995
1.168,-0.105,-0.820,0.548,0.992
1.169,-0.103,-0.825,0.546,0.995
1.170,-0.104,-0.823,0.546,0.994
1.196,-0.109,-0.825,0.548,0.996
1.196,-0.109,-0.825,0.547,0.996
1.197,-0.111,-0.826,0.544,0.995
1.197,-0.105,-0.823,0.544,0.992
1.197,-0.104,-0.822,0.547,0.993
1.197,-0.109,-0.821,0.548,0.993
1.197,-0.110,-0.829,0.546,0.998
1.198,-0.102,-0.828,0.546,0.997
1.198,-0.102,-0.830,0.546,0.999
1.198,-0.107,-0.825,0.547,0.996
1.198,-0.106,-0.822,0.541,0.990
1.198,-0.105,-0.823,0.546,0.994
1.201,-0.106,-0.827,0.551,1.000
1.206,-0.110,-0.827,0.546,0.997
1.208,-0.107,-0.826,0.550,0.998
1.208,-0.110,-0.829,0.545,0.999
1.212,-0.107,-0.823,0.546,0.994
1.214,-0.109,-0.825,0.546,0.996
1.215,-0.109,-0.830,0.545,0.999
1.218,-0.111,-0.827,0.549,0.999
1.222,-0.109,-0.826,0.548,0.997
1.224,-0.109,-0.826,0.546,0.996
1.226,-0.108,-0.828,0.545,0.997
1.228,-0.102,-0.827,0.544,0.995
1.230,-0.104,-0.822,0.542,0.990
1.233,-0.106,-0.823,0.548,0.994
1.235,-0.108,-0.827,0.545,0.996
1.239,-0.105,-0.827,0.548,0.998
1.240,-0.107,-0.822,0.545,0.992
1.243,-0.108,-0.823,0.547,0.994
1.257,-0.110,-0.829,0.544,0.998
1.258,-0.108,-0.828,0.550,1.000
1.258,-0.107,-0.827,0.544,0.995
1.258,-0.107,-0.828,0.546,0.998
1.258,-0.110,-0.825,0.547,0.996
1.259,-0.105,-0.823,0.544,0.992
1.264,-0.109,-0.824,0.548,0.995
1.265,-0.106,-0.823,0.545,0.992
1.266,-0.103,-0.829,0.544,0.997
1.268,-0.106,-0.825,0.550,0.997
1.270,-0.108,-0.823,0.547,0.995
1.281,-0.106,-0.821,0.545,0.991
1.281,-0.106,-0.825,0.552,0.999
1.281,-0.107,-0.824,0.546,0.994
1.281,-0.106,-0.825,0.547,0.995
1.281,-0.108,-0.827,0.547,0.997
1.284,-0.105,-0.827,0.549,0.998
1.287,-0.109,-0.824,0.550,0.997
1.289,-0.106,-0.827,0.543,0.995
1.292,-0.109,-0.822,0.545,0.992
1.295,-0.106,-0.821,0.548,0.993
1.297,-0.104,-0.828,0.544,0.996
1.299,-0.105,-0.826,0.553,0.999
1.301,-0.106,-0.820,0.543,0.990
1.306,-0.107,-0.823,0.548,0.994
1.307,-0.108,-0.824,0.551,0.997
1.309,-0.105,-0.825,0.551,0.998
1.312,-0.108,-0.826,0.545,0.995
1.314,-0.107,-0.825,0.548,0.996
1.317,-0.105,-0.821,0.546,0.992
1.319,-0.108,-0.826,0.545,0.995
1.323,-0.108,-0.822,0.546,0.993
1.324,-0.106,-0.825,0.541,0.993
1.327,-0.106,-0.827,0.543,0.995
1.329,-0.105,-0.823,0.547,0.994
1.332,-0.105,-0.820,0.546,0.991
1.334,-0.104,-0.821,0.551,0.994
1.337,-0.103,-0.821,0.542,0.989
1.341,-0.109,-0.822,0.542,0.991
1.341,-0.110,-0.826,0.545,0.995
1.344,-0.110,-0.826,0.545,0.995
1.346,-0.108,-0.826,0.544,0.995
1.349,-0.109,-0.827,0.546,0.997
1.351,-0.104,-0.827,0.542,0.995
1.356,-0.106,-0.825,0.550,0.998
1.357,-0.112,-0.826,0.550,0.999
1.358,-0.107,-0.828,0.540,0.995
1.361,-0.114,-0.820,0.546,0.992
1.363,-0.111,-0.820,0.546,0.991
1.365,-0.105,-0.821,0.543,0.990
1.368,-0.109,-0.826,0.550,0.998
1.371,-0.110,-0.828,0.547,0.998
1.373,-0.106,-0.828,0.546,0.998
1.375,-0.109,-0.829,0.544,0.997
1.378,-0.105,-0.824,0.543,0.993
1.380,-0.108,-0.830,0.548,1.001
1.382,-0.107,-0.826,0.549,0.997
1.385,-0.105,-0.824,0.542,0.992
1.387,-0.107,-0.824,0.548,0.995
1.390,-0.104,-0.824,0.548,0.995
1.392,-0.106,-0.830,0.547,1.000
1.395,-0.109,-0.829,0.545,0.998
1.397,-0.103,-0.827,0.542,0.994
1.400,-0.106,-0.825,0.546,0.995
1.402,-0.106,-0.830,0.542,0.997
1.406,-0.108,-0.828,0.549,0.999
1.408,-0.108,-0.826,0.545,0.995
1.410,-0.109,-0.821,0.548,0.993
1.413,-0.107,-0.824,0.547,0.995
1.415,-0.103,-0.825,0.541,0.992
1.418,-0.108,-0.827,0.545,0.996
1.420,-0.109,-0.828,0.544,0.997
1.425,-0.107,-0.827,0.546,0.997
1.426,-0.108,-0.824,0.547,0.995
1.427,-0.105,-0.824,0.545,0.993
1.430,-0.108,-0.826,0.544,0.994
1.433,-0.106,-0.823,0.542,0.991
1.435,-0.109,-0.828,0.546,0.998
1.437,-0.107,-0.825,0.548,0.996
1.443,-0.111,-0.822,0.548,0.994
1.443,-0.105,-0.828,0.548,0.998
1.444,-0.106,-0.829,0.550,1.000
1.446,-0.105,-0.824,0.545,0.993
1.450,-0.106,-0.822,0.543,0.992
1.451,-0.109,-0.822,0.546,0.993
1.460,-0.108,-0.825,0.546,0.995
1.461,-0.107,-0.826,0.549,0.998
1.461,-0.109,-0.824,0.550,0.996
1.464,-0.108,-0.826,0.540,0.992
1.469,-0.111,-0.825,0.548,0.997
1.469,-0.105,-0.824,0.549,0.995
1.469,-0.104,-0.822,0.543,0.991
1.486,-0.104,-0.825,0.544,0.994
1.489,-0.105,-0.825,0.549,0.997
1.489,-0.108,-0.821,0.543,0.991
1.489,-0.108,-0.824,0.548,0.995
1.489,-0.110,-0.827,0.543,0.996
1.489,-0.106,-0.826,0.547,0.996
1.489,-0.107,-0.826,0.546,0.996
1.490,-0.107,-0.825,0.544,0.994
1.504,-0.105,-0.830,0.543,0.997
1.505,-0.104,-0.822,0.546,0.993
1.505,-0.100,-0.826,0.544,0.994
1.505,-0.105,-0.824,0.544,0.993
1.505,-0.105,-0.825,0.547,0.995
1.506,-0.107,-0.824,0.548,0.995
1.510,-0.106,-0.825,0.541,0.992
1.510,-0.105,-0.827,0.540,0.993
1.511,-0.109,-0.827,0.544,0.996
1.513,-0.108,-0.827,0.544,0.996
1.516,-0.107,-0.821,0.544,0.991
1.519,-0.106,-0.824,0.547,0.995
1.521,-0.105,-0.829,0.545,0.997
1.524,-0.105,-0.824,0.540,0.991
1.525,-0.108,-0.829,0.545,0.998
1.527,-0.103,-0.827,0.543,0.995
1.530,-0.105,-0.823,0.549,0.995
1.532,-0.108,-0.822,0.545,0.992
1.535,-0.109,-0.822,0.548,0.994
1.538,-0.110,-0.825,0.547,0.996
1.539,-0.109,-0.829,0.554,1.003
1.542,-0.108,-0.826,0.548,0.997
1.545,-0.107,-0.826,0.548,0.997
1.547,-0.105,-0.824,0.545,0.994
1.549,-0.109,-0.826,0.538,0.992
1.552,-0.108,-0.822,0.546,0.993
1.557,-0.104,-0.824,0.549,0.996
1.557,-0.104,-0.825,0.547,0.995
